Field,Career,Skills,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Biology,Chemist,"Analytical Chemistry, Lab Techniques, Spectroscopy",4.154876237647298,0,2,1,0,1,1,2,4,4,0,4,1,0,0
Marketing,Actuary,"Communication, Team Leadership, Time Management",3.570584311060564,1,2,3,0,6,0,3,2,0,2,3,3,4,1
Education,Interior Designer,"Communication, SQL, Time Management",4.227576104265602,8,0,4,1,9,0,4,4,3,4,4,4,0,0
Chemistry,Pharmacist,"Data Analysis, Time Management, Creativity",2.7570669040077838,5,1,4,1,6,0,1,1,2,4,3,2,3,1
Psychology,Advertising Manager,"Communication, Data Analysis, Creativity",3.090094186657898,0,0,1,0,1,1,2,0,1,0,2,2,3,1
Education,Financial Analyst,"Communication, Team Leadership, Time Management",2.9097274483947926,9,1,1,0,8,0,3,3,3,2,2,0,4,0
Psychology,Construction Manager,"Data Analysis, Communication, Python",3.525728178286325,7,2,4,0,2,1,0,3,4,0,4,1,0,0
Business,Urban Planner,"GIS, Urban Design, Zoning Laws",2.5425839546526854,5,0,1,1,7,0,4,1,1,2,3,0,4,0
Art,Architectural Technologist,"Time Management, Critical Thinking, Communication",2.5503400787329973,9,2,2,0,3,1,4,1,1,1,0,2,2,1
Law,Inorganic Chemist,"Python, Critical Thinking, Creativity",3.157752099328748,5,1,2,0,1,1,3,0,4,4,1,3,2,1
Finance,Physician Assistant,"Team Leadership, Problem Solving, Python",4.557854264137838,0,2,2,1,7,0,4,4,0,1,2,2,1,1
Biology,Actuary,"Creativity, Critical Thinking, SQL",4.471226325288779,3,2,2,1,1,1,0,0,2,3,3,0,0,0
Law,Curriculum Developer,"Python, Critical Thinking, Research",4.522925537679042,2,0,2,1,3,0,2,0,0,2,1,1,1,1
Art,Zoologist,"Data Analysis, Creativity, Python",3.5991177573921367,1,1,0,0,7,1,0,2,3,2,0,2,4,1
Medicine,Interior Designer,"Communication, Critical Thinking, Team Leadership",2.5479394438192364,8,1,0,0,1,0,1,0,4,3,0,3,4,0
Architecture,Nurse,"Python, SQL, Research",3.3851967713254516,9,2,0,0,3,1,4,1,0,2,0,4,3,1
Education,Investment Banker,"Creativity, Critical Thinking, Team Leadership",4.078260863527631,7,0,3,1,2,1,3,4,2,1,3,4,4,1
Business,Paralegal,"Team Leadership, Python, Time Management",4.311880765902638,0,1,2,1,4,0,4,1,1,4,3,4,2,1
Computer Science,Paralegal,"Critical Thinking, Creativity, SQL",4.618646523500713,8,1,4,0,8,0,1,2,1,0,3,1,4,1
Architecture,Software Developer,"Research, Team Leadership, SQL",4.5988448135347975,4,0,3,0,6,1,2,1,2,4,2,3,1,0
Law,Aerospace Engineer,"Data Analysis, Critical Thinking, Research",3.5001279217506953,4,0,4,1,1,1,0,0,0,4,0,3,2,1
Psychology,Financial Analyst,"Python, Team Leadership, Time Management",2.532451080592252,3,2,4,0,7,0,2,1,1,2,2,2,4,1
Computer Science,Analytical Chemist,"Time Management, Python, Data Analysis",3.6689477161290327,5,2,1,1,4,1,2,0,4,2,1,2,3,0
Finance,Brand Manager,"Python, SQL, Team Leadership",2.6951206071781573,5,0,3,0,2,0,0,2,0,0,3,2,3,1
Art,Dentist,"Problem Solving, Creativity, Research",4.275872347620128,0,2,0,1,5,0,0,2,1,1,4,3,1,0
Marketing,Marketing Specialist,"Critical Thinking, Research, Data Analysis",4.8717265735228,5,0,2,1,5,1,1,1,3,1,1,3,2,0
Physics,Pharmacist,"Problem Solving, Team Leadership, Python",4.174928465053366,4,1,0,1,2,0,4,2,1,2,3,0,4,1
Art,Lawyer,"Data Analysis, Research, Critical Thinking",4.13082574921604,2,2,1,1,9,0,0,1,0,0,4,1,2,1
Medicine,Graphic Designer,"Problem Solving, Team Leadership, Creativity",2.8180478886647595,5,2,0,0,7,1,1,0,0,2,1,3,0,0
Chemistry,Dentist,"Python, Data Analysis, Problem Solving",3.3723615461393583,9,0,0,1,2,1,3,3,0,0,4,2,1,1
Art,Legal Secretary,"Communication, Data Analysis, Python",3.687127941487546,9,2,1,0,1,1,2,4,1,0,3,1,1,1
Physics,Surgeon,"Problem Solving, Communication, Time Management",3.1072785715771083,6,2,2,0,5,0,2,4,2,0,2,1,1,1
Psychology,Electrical Engineer,"Time Management, Critical Thinking, Data Analysis",3.70845096306592,9,2,3,1,7,1,1,3,1,0,0,4,2,0
Education,Physician Assistant,"Problem Solving, Data Analysis, Creativity",2.9715157287688836,2,0,4,1,3,1,3,4,0,2,3,1,0,1
Biology,Physicist,"Python, SQL, Research",3.836624275805389,9,2,2,0,0,0,2,0,1,2,4,0,3,1
Chemistry,AI Researcher,"Research, Team Leadership, Creativity",4.22657414165489,3,1,4,1,7,0,0,2,3,2,0,4,4,0
Computer Science,Biochemist,"Team Leadership, Critical Thinking, Python",4.091195848256023,6,2,3,0,1,0,4,4,1,3,4,0,3,0
Business,Web Developer,"SQL, Research, Communication",2.667534392713876,8,0,3,0,0,0,2,2,1,3,0,1,1,1
Art,Accountant,"Creativity, Critical Thinking, Python",4.53335260836967,7,0,0,0,3,0,1,4,2,0,1,0,4,1
Finance,Physician Assistant,"Creativity, Team Leadership, Problem Solving",3.8889803156630594,3,0,1,0,1,0,0,0,1,4,0,4,1,0
Business,Forensic Psychologist,"Research, Critical Thinking, Problem Solving",4.6009534423060945,7,2,4,1,2,1,1,0,3,4,3,3,2,0
Computer Science,Software Developer,"Research, Time Management, Creativity",4.176644055953655,0,1,4,1,8,1,0,2,1,3,4,0,4,1
Physics,Music Teacher,"Python, Time Management, Communication",4.812465446721076,9,2,4,1,1,1,4,3,1,1,0,2,1,1
Architecture,Education Administrator,"Curriculum Design, Policy Management, Staff Supervision",3.0828173899184907,3,2,1,1,1,1,0,0,3,0,3,0,2,1
Physics,Risk Analyst,"Team Leadership, Problem Solving, Python",2.6213918479346328,0,2,0,0,2,1,1,3,1,2,0,3,0,1
Business,Counselor,"Data Analysis, Python, SQL",4.126557531426426,0,0,1,1,9,1,2,4,2,1,0,4,2,1
Art,Judge,"Time Management, Critical Thinking, Creativity",2.8119674863287814,6,2,3,1,5,0,4,4,0,4,3,0,0,0
Chemistry,Game Developer,"Team Leadership, SQL, Critical Thinking",2.722516711952173,5,2,2,1,7,0,3,1,2,1,2,1,3,1
Computer Science,Music Teacher,"Critical Thinking, Communication, Time Management",2.9092621003418633,9,1,2,0,3,0,3,0,3,2,3,0,2,0
Finance,Musician,"SQL, Creativity, Data Analysis",2.765231121807173,1,2,4,0,7,1,1,4,0,3,2,4,2,1
Law,Teacher,"Time Management, Team Leadership, Data Analysis",3.5001657347183146,7,1,4,0,9,1,2,3,4,3,3,0,3,1
Architecture,Biotechnologist,"Team Leadership, Python, Problem Solving",4.7599050567988375,1,1,0,1,5,0,4,0,2,0,3,0,0,0
Marketing,Actuary,"Python, Team Leadership, Communication",3.924175871908031,6,2,0,1,1,0,0,2,1,0,0,0,2,1
Chemistry,Conductor,"Data Analysis, Creativity, SQL",2.626045628367246,8,1,1,0,1,1,2,2,2,2,2,3,3,1
Computer Science,Financial Advisor,"Critical Thinking, Team Leadership, SQL",4.108592929427637,3,2,4,0,1,0,1,1,2,3,0,2,3,1
Biology,Teacher,"Communication, Problem Solving, Critical Thinking",4.545614008289872,4,1,4,0,2,0,3,0,0,4,2,0,0,1
Engineering,Doctor,"SQL, Critical Thinking, Time Management",3.233107481623943,0,2,1,0,1,1,2,4,0,4,0,3,3,0
Engineering,Forensic Psychologist,"Problem Solving, Python, Research",3.3590068291675257,5,1,1,1,4,0,3,2,1,0,4,1,4,0
Music,Curriculum Developer,"Data Analysis, Creativity, SQL",2.944082292891376,5,0,0,1,9,0,1,2,1,3,2,0,0,0
Business,Conductor,"Creativity, Time Management, Data Analysis",4.149642189453148,7,2,4,0,3,1,4,4,3,2,2,0,2,0
Physics,Fluid Mechanics Engineer,"Communication, Python, Problem Solving",2.636553663698394,5,2,3,0,4,1,0,3,1,4,0,2,3,0
Chemistry,Forensic Psychologist,"Problem Solving, SQL, Python",2.613335918698179,8,1,1,0,0,1,0,3,2,2,0,1,0,0
Biology,Judge,"Communication, Time Management, Team Leadership",4.571192385495702,7,2,1,1,9,1,1,2,4,1,2,4,1,1
Finance,Organic Chemist,"SQL, Creativity, Python",2.7681322863707596,0,1,3,0,2,0,0,0,4,0,2,3,3,0
Medicine,Legal Analyst,"Critical Thinking, Time Management, Communication",2.659301669103816,5,1,3,1,0,0,4,2,0,0,4,1,3,0
Education,Electrical Engineer,"Team Leadership, SQL, Time Management",3.1848626127047224,4,1,2,1,1,1,3,4,2,4,0,1,2,1
Engineering,Physician Assistant,"Creativity, Data Analysis, SQL",2.72226887270468,9,0,2,0,7,1,3,1,3,3,1,2,4,0
Medicine,Architectural Technologist,"SQL, Data Analysis, Creativity",4.367678753957876,5,2,1,0,3,0,0,0,2,1,0,1,2,1
Business,Paralegal,"Communication, Research, Critical Thinking",4.034183405343116,2,0,4,1,8,1,1,2,4,1,2,1,4,0
Architecture,Biomedical Engineer,"Data Analysis, SQL, Critical Thinking",3.448696481159274,1,0,0,0,2,1,0,4,0,3,2,3,4,1
Music,Social Media Manager,"Time Management, SQL, Python",4.272954196677985,2,0,0,0,0,1,1,2,0,1,0,0,2,0
Education,Judge,"Critical Thinking, Creativity, SQL",4.020843377453467,3,2,2,1,2,1,2,1,0,1,1,3,4,1
Physics,Chemist,"Analytical Chemistry, Lab Techniques, Spectroscopy",2.977299953916168,3,1,3,1,4,1,0,2,2,2,4,1,4,1
Computer Science,Urban Planner,"GIS, Urban Design, Zoning Laws",4.685755736126552,4,0,4,1,9,1,4,1,4,4,3,3,0,1
Education,Ecologist,"Time Management, Python, Data Analysis",4.95780304115037,6,2,1,0,4,0,0,1,0,3,0,2,2,1
Medicine,Aerospace Engineer,"Research, Creativity, Data Analysis",2.6633170001846027,6,0,1,1,3,1,2,3,4,2,0,3,4,0
Business,Legal Secretary,"Time Management, Problem Solving, Team Leadership",2.6277820789571202,0,2,0,1,5,0,3,3,4,1,4,4,4,0
Medicine,Music Therapist,"Communication, Problem Solving, Time Management",4.107026597759107,7,1,3,0,3,0,3,4,3,1,3,0,4,0
Art,School Psychologist,"SQL, Research, Creativity",3.6657891675597676,8,1,2,0,1,1,1,2,2,1,4,4,4,1
Music,Graphic Designer,"Communication, Team Leadership, Data Analysis",4.013402272635935,8,1,0,0,3,0,1,1,2,2,2,0,2,0
Engineering,Actuary,"Python, Research, Creativity",3.2473233259300835,7,0,3,1,9,1,3,1,3,2,2,0,1,1
Biology,Data Scientist,"SQL, Time Management, Communication",3.3696284328982795,0,0,1,0,8,1,3,1,3,2,2,1,0,0
Music,Principal,"Critical Thinking, Team Leadership, Problem Solving",3.7921219635572907,1,1,2,0,2,0,4,2,0,3,2,0,1,1
Engineering,Judge,"Research, Communication, Data Analysis",3.920324986513694,0,2,1,0,2,1,2,4,4,1,2,2,1,1
Business,Sound Engineer,"Team Leadership, SQL, Python",3.387566327333292,7,0,1,0,5,1,2,3,2,3,0,1,2,0
Architecture,Art Director,"Creative Thinking, Graphic Design, Adobe Suite",3.4736460721680342,3,1,1,1,0,0,0,2,1,1,2,3,0,1
Business,Analytical Chemist,"Time Management, Python, Communication",3.0862838622360815,5,2,3,1,8,1,2,0,1,3,4,1,4,0
Biology,Mechanical Engineer,"Problem Solving, Critical Thinking, Communication",3.430230131735787,2,1,1,0,5,0,1,0,0,0,3,2,1,0
Education,Inorganic Chemist,"Creativity, Problem Solving, Communication",3.4025895458632824,1,1,4,1,6,1,3,3,1,3,1,3,0,1
Computer Science,Legal Secretary,"Critical Thinking, Creativity, Data Analysis",4.62608213614009,9,2,4,1,2,0,2,3,4,3,1,0,3,0
Law,Marketing Manager,"Team Leadership, Critical Thinking, Communication",4.413286085637423,1,0,3,1,9,0,1,3,4,4,1,4,2,0
Computer Science,Art Director,"Creative Thinking, Graphic Design, Adobe Suite",3.882131644022468,7,2,4,0,4,1,0,3,0,1,3,3,2,1
Finance,Principal,"Critical Thinking, Problem Solving, Python",4.969249374454822,0,0,4,1,9,1,3,1,0,2,3,0,2,1
Medicine,Music Therapist,"Python, Critical Thinking, Problem Solving",3.0746461612199645,3,1,3,0,8,1,4,3,2,4,4,4,1,0
Medicine,Financial Advisor,"Communication, Team Leadership, Research",2.7839110209828997,0,1,0,0,8,1,0,3,2,0,4,4,2,0
Business,Doctor,"SQL, Creativity, Research",4.752463976674125,8,1,1,1,3,1,3,3,1,4,0,3,2,0
Chemistry,Pharmacist,"Time Management, Communication, Creativity",3.1803866001126435,3,2,4,0,3,1,3,1,1,0,4,4,1,0
Art,Geneticist,"SQL, Data Analysis, Communication",2.8679101460658987,3,0,2,1,6,1,4,4,0,0,3,0,3,0
Marketing,Architect,"Creativity, Critical Thinking, Team Leadership",4.527280245471351,1,2,3,0,4,1,4,4,1,0,0,1,3,0
Education,Chemist,"Analytical Chemistry, Lab Techniques, Spectroscopy",4.659598747573679,9,1,4,1,4,0,4,3,4,3,3,2,3,1
Medicine,Lawyer,"Team Leadership, Problem Solving, Python",2.9469209692921012,0,1,2,0,6,1,1,3,3,4,2,0,1,1
Art,Financial Advisor,"Research, Critical Thinking, Communication",4.689978830337145,5,2,1,1,5,0,4,1,4,3,1,1,4,1
Chemistry,Special Education Teacher,"Time Management, Creativity, Research",3.606950273257555,6,1,2,0,9,1,4,1,3,0,0,1,4,1
Computer Science,Architect,"Time Management, Communication, Critical Thinking",2.6912555605041217,2,2,1,0,6,1,2,1,4,1,2,0,1,0
Marketing,Nurse,"SQL, Critical Thinking, Communication",4.752271434633883,6,2,3,1,6,0,1,0,3,4,3,1,1,1
Chemistry,Special Education Teacher,"Data Analysis, Python, Research",4.985109098387172,8,1,0,1,8,0,0,3,1,3,4,4,3,1
Medicine,Composer,"Time Management, Creativity, Data Analysis",3.100021812766924,5,0,3,1,2,0,2,1,2,1,0,0,4,1
Marketing,Social Media Manager,"Time Management, SQL, Critical Thinking",4.310155074907815,8,1,3,0,6,1,0,0,0,0,1,1,2,1
Engineering,Psychologist,"Problem Solving, Critical Thinking, Python",3.666950185836728,7,2,4,1,3,1,4,3,3,4,1,1,3,1
Architecture,Graphic Designer,"Data Analysis, Team Leadership, Communication",2.581461936562495,0,0,3,0,4,0,4,1,1,2,2,4,1,0
Finance,Biochemist,"Problem Solving, SQL, Data Analysis",4.0612452252767905,9,1,4,1,2,1,4,3,2,4,3,0,4,1
Education,Fluid Mechanics Engineer,"Team Leadership, SQL, Python",2.6146647299850097,5,2,1,0,0,1,1,1,0,0,1,3,3,1
Medicine,Forensic Psychologist,"Creativity, Team Leadership, Time Management",4.004294655321469,6,0,1,0,0,1,1,1,1,0,3,4,3,0
Architecture,Data Scientist,"Creativity, Data Analysis, Research",2.695515133676609,1,1,4,0,9,1,1,4,3,3,3,0,0,1
Architecture,Game Developer,"Critical Thinking, Time Management, Python",3.8202112708174294,3,1,2,1,4,0,1,4,3,1,0,4,1,1
Finance,Musician,"Research, Communication, Creativity",3.51537886400628,1,2,4,1,1,1,4,3,1,0,2,0,1,0
Finance,Social Media Manager,"Research, Data Analysis, Python",3.158018300150279,0,2,0,0,8,1,1,2,0,1,4,2,2,1
Psychology,Human Resources Specialist,"Team Leadership, Creativity, Time Management",4.132544940364416,4,0,3,1,7,0,0,1,2,4,4,2,4,0
Psychology,Biomedical Engineer,"Creativity, Time Management, Team Leadership",2.942403882276409,0,2,1,0,6,1,1,4,2,3,0,3,4,1
Education,Nurse,"Creativity, Python, Data Analysis",4.2994816067468005,6,0,1,1,1,1,4,1,3,2,0,0,3,0
Engineering,Data Scientist,"Team Leadership, SQL, Data Analysis",3.618719515028731,2,0,3,0,5,0,2,2,2,1,2,1,3,0
Art,Conductor,"SQL, Communication, Critical Thinking",3.3669984052724096,0,0,4,0,4,0,1,2,3,3,2,2,1,1
Art,Interior Designer,"Creativity, Critical Thinking, Problem Solving",3.0987680181068544,5,0,4,1,6,0,4,0,2,1,4,2,0,1
Music,Judge,"Critical Thinking, Communication, SQL",4.728010079591557,8,2,2,0,4,0,0,4,1,0,3,2,3,1
Law,Financial Analyst,"Problem Solving, Time Management, Team Leadership",4.122620588810236,0,0,3,0,6,0,3,1,4,4,2,0,4,0
Architecture,Forensic Psychologist,"Creativity, Problem Solving, Communication",4.44530009353282,4,1,1,0,1,1,1,0,0,2,0,3,0,1
Computer Science,Web Developer,"Research, Communication, Creativity",4.553438125551217,6,1,1,0,0,1,1,3,4,1,0,0,0,0
Art,Architectural Technologist,"Communication, Data Analysis, Critical Thinking",4.627405438191255,7,2,4,1,2,1,0,2,1,4,4,1,3,1
Finance,Acoustics Specialist,"Team Leadership, Critical Thinking, Data Analysis",4.316924085737231,8,1,2,1,9,1,1,0,2,3,4,4,0,1
Education,Doctor,"Creativity, Team Leadership, Communication",4.387107930228618,2,1,4,1,5,0,4,1,1,0,2,1,0,0
Biology,Art Therapist,"Python, Problem Solving, Creativity",3.0199040781458333,2,1,2,0,3,1,2,3,2,4,1,4,4,1
Physics,Architectural Technologist,"Creativity, Data Analysis, Time Management",4.1143986347825,3,2,0,0,6,0,0,3,0,3,4,0,3,0
Chemistry,Risk Analyst,"Data Analysis, SQL, Time Management",3.88692942195205,0,0,0,1,4,0,0,0,2,4,3,3,0,0
Psychology,Interior Designer,"SQL, Critical Thinking, Research",3.0104691435930615,9,0,0,1,2,1,1,3,0,0,2,2,3,1
Business,Nuclear Physicist,"Creativity, Problem Solving, Research",4.964261182318694,3,1,4,0,3,0,4,1,2,3,1,4,0,1
Business,AI Researcher,"Python, Communication, Team Leadership",4.109547455595549,5,1,4,1,2,0,1,3,2,2,2,0,2,1
Architecture,Legal Secretary,"Problem Solving, Creativity, Python",4.414079645450045,5,0,0,0,5,0,4,2,4,3,0,0,2,0
Music,Data Scientist,"Team Leadership, Data Analysis, Communication",4.338105921872182,2,1,0,1,4,1,4,4,4,4,1,3,3,0
Physics,Nurse,"Problem Solving, Communication, Team Leadership",2.710935761662202,1,2,3,1,6,1,3,2,4,1,1,3,1,0
Psychology,Paralegal,"Research, Critical Thinking, Communication",2.661199550264505,7,1,3,0,1,0,4,3,0,2,1,4,2,0
Architecture,Human Resources Specialist,"Creativity, Research, Problem Solving",3.5660447969199276,8,2,0,0,6,1,4,3,3,4,4,2,0,1
Medicine,Conductor,"SQL, Team Leadership, Research",3.5034963270496524,2,2,2,1,0,0,2,0,1,3,4,1,0,1
Medicine,Architect,"SQL, Research, Data Analysis",4.299313708335338,6,0,0,1,5,0,2,2,2,3,4,4,2,1
Education,Marketing Specialist,"SQL, Data Analysis, Time Management",3.9326650751677703,3,1,0,1,6,0,1,2,0,1,2,3,1,0
Computer Science,Brand Manager,"Data Analysis, Critical Thinking, SQL",4.1804124959650775,5,1,1,1,9,1,4,2,0,0,2,2,1,0
Psychology,Interior Designer,"SQL, Team Leadership, Research",4.214551389975767,2,2,3,1,4,1,3,4,4,3,2,1,2,0
Finance,Credit Analyst,"Team Leadership, Data Analysis, Creativity",4.922218401125758,4,2,3,1,6,1,1,4,2,1,2,1,2,0
Music,Biochemist,"Research, Critical Thinking, Communication",4.273781727576992,5,1,3,0,8,1,4,4,2,2,0,2,1,1
Biology,Mechanical Engineer,"Problem Solving, Communication, Critical Thinking",3.0937890765375493,4,1,1,1,2,1,2,2,3,4,4,2,4,0
Art,Music Therapist,"Team Leadership, Critical Thinking, SQL",3.4573064584051894,8,2,2,0,5,1,2,2,4,0,1,3,4,1
Architecture,Legal Secretary,"Python, Creativity, Critical Thinking",4.123046158372413,6,2,0,1,1,1,0,0,1,3,3,1,3,1
Music,Legal Secretary,"SQL, Team Leadership, Communication",3.4553325470131164,8,2,3,0,7,1,0,3,2,0,0,4,1,0
Physics,Aerospace Engineer,"Communication, Data Analysis, Team Leadership",2.565866314769324,5,2,2,1,0,0,1,0,3,4,3,2,2,0
Chemistry,Financial Advisor,"Research, Team Leadership, Data Analysis",3.427177614861181,3,0,3,0,7,0,1,2,1,2,1,0,2,0
Chemistry,Advertising Manager,"SQL, Data Analysis, Problem Solving",3.3290447160751233,5,2,1,0,2,0,0,3,3,0,4,0,1,0
Business,Pharmacist,"Time Management, SQL, Critical Thinking",2.534083038385922,3,0,0,1,0,0,4,1,2,4,3,0,1,1
Medicine,Conductor,"Creativity, SQL, Python",3.8781764646786456,0,1,1,1,0,0,2,1,2,1,2,1,0,0
Chemistry,Advertising Manager,"Python, SQL, Critical Thinking",3.8103146072205476,0,0,4,1,0,1,2,1,0,4,2,2,4,1
Computer Science,Brand Manager,"Critical Thinking, Research, Communication",2.848382111339001,0,2,1,1,8,1,4,0,2,1,2,4,1,1
Biology,Mechanical Engineer,"Creativity, Data Analysis, Communication",4.2776520053924205,5,1,4,0,9,1,0,1,1,3,3,3,0,0
Finance,Geneticist,"Team Leadership, Problem Solving, Python",3.6114421093092486,3,0,1,0,2,1,2,1,1,4,3,2,1,0
Architecture,Psychologist,"Team Leadership, Python, Research",4.483810025008259,7,2,3,1,6,1,2,2,4,2,4,4,2,0
Law,Legal Secretary,"SQL, Creativity, Team Leadership",4.3033283709833405,3,0,1,1,9,0,4,1,4,4,3,0,2,1
Law,Nurse,"Creativity, Research, Critical Thinking",4.61660277531681,8,1,1,0,2,1,0,4,3,0,2,1,4,0
Engineering,Marketing Manager,"Creativity, SQL, Critical Thinking",3.902235673838013,5,0,4,1,4,1,3,4,2,4,0,4,4,0
Medicine,Legal Secretary,"Research, Creativity, SQL",4.9327016295829464,6,2,0,1,8,1,3,2,4,2,4,3,4,1
Engineering,Zoologist,"Research, Team Leadership, Critical Thinking",3.826373898218966,5,1,1,1,7,1,4,0,2,0,2,2,4,1
Psychology,Construction Manager,"Time Management, Communication, Python",3.7745850351848036,8,0,4,1,8,1,4,1,4,4,0,4,2,0
Chemistry,Art Therapist,"Critical Thinking, Data Analysis, Team Leadership",4.617839499486172,3,1,2,1,9,1,4,0,1,4,4,2,1,0
Chemistry,Chemical Engineer,"SQL, Team Leadership, Data Analysis",4.030631065080599,0,1,2,1,5,1,0,1,4,4,3,2,0,1
Medicine,Web Developer,"SQL, Problem Solving, Communication",2.839083434280985,8,2,0,0,9,1,3,1,1,3,0,1,0,0
Music,Landscape Architect,"Research, Communication, Problem Solving",3.574759317900604,5,1,4,0,9,1,4,4,1,0,1,2,1,1
Physics,Astronomer,"SQL, Problem Solving, Research",4.667411606432781,5,0,1,1,7,0,0,4,4,2,4,1,4,0
Finance,Industrial-Organizational Psychologist,"Critical Thinking, Team Leadership, Communication",4.093349473517604,6,1,0,1,4,0,0,3,4,1,1,2,2,1
Marketing,Art Director,"Creative Thinking, Graphic Design, Adobe Suite",3.360684343121118,3,1,0,0,5,0,0,4,4,4,4,3,1,0
Marketing,Paralegal,"Creativity, Python, Data Analysis",2.650428375594763,6,2,4,1,7,0,0,0,1,4,4,4,3,1
Engineering,Clinical Psychologist,"Data Analysis, Research, Communication",4.794085235394915,8,2,2,1,9,1,4,3,0,1,3,1,3,1
Engineering,Legal Analyst,"Creativity, Data Analysis, Problem Solving",2.9491147164855924,6,2,0,0,5,1,2,0,4,1,3,0,4,0
Education,Manager,"Leadership, Project Management, Strategic Planning",4.32836510241378,7,2,0,1,3,0,2,1,4,1,0,1,0,0
Art,Mechanical Engineer,"Research, Communication, SQL",4.539217598637782,2,2,1,1,3,0,0,3,1,3,1,3,1,1
Architecture,Landscape Architect,"Python, Communication, Research",2.5055601079774856,9,0,3,0,7,0,2,4,2,1,3,0,1,0
Marketing,Credit Analyst,"Problem Solving, Research, Data Analysis",3.3086007053503863,3,1,4,0,5,0,3,2,0,0,4,0,4,1
Physics,Fluid Mechanics Engineer,"Time Management, Critical Thinking, Communication",4.464181928490175,3,2,3,1,2,1,0,4,0,2,1,3,0,0
